model	dataset	N	oov	hyper_num	method	AP	include_oov	corpus	qts_pattern
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7291050142358935	False	wikipedia240M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.7173007758007011	False	wikipedia240M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.7326011535135577	False	wikipedia240M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.7307834894076246	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7302086355938757	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.7177646089252288	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.729258524464867	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.7307834894076246	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7302086355938757	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.7177646089252288	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.729258524464867	False	wikipedia240M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.7284788539996196	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7272295898844863	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.7160272310808999	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.7276228869687656	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.7284788539996196	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7272295898844863	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.7160272310808999	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.7276228869687656	False	wikipedia240M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.7236164087108943	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7275813924029904	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.7163150419261959	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.7217075749527756	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.7236164087108943	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7275813924029904	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.7163150419261959	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.7217075749527756	False	wikipedia240M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.7180712104577616	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7153568222679123	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.6872382743810768	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.7177696980729149	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.7180712104577616	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7153568222679123	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.6872382743810768	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.7177696980729149	False	wikipedia240M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.7127551428339948	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7109115592284156	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.6843926919152831	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.7122074488101928	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.7127551428339948	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7109115592284156	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.6843926919152831	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.7122074488101928	False	wikipedia240M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.709891311774933	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7121481709760645	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.6865688762726494	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.708995893785361	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.709891311774933	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7121481709760645	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.6865688762726494	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.708995893785361	False	wikipedia240M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.7085108294914971	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7049847296654385	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.679003709446351	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.7024729487360915	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.7085108294914971	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7049847296654385	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.679003709446351	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.7024729487360915	False	wikipedia240M	13
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.7054426610303985	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7043459217047446	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.6794753238249921	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.6980236290267234	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.7054426610303985	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7043459217047446	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.6794753238249921	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.6980236290267234	False	wikipedia240M	14
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_positional_rank	0.6997745036776409	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword min_positional_rank	0.7007893170160806	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword max_pattern	0.6783922566662208	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	mean_subword mean_pattern	0.6934769606493145	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_positional_rank	0.6997745036776409	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword min_positional_rank	0.7007893170160806	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword max_pattern	0.6783922566662208	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	574	0	276	all_subword mean_pattern	0.6934769606493145	False	wikipedia240M	15
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7209875886842542	False	wikipedia30M	1
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7354646439354878	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7189193506042227	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.721701893623754	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7334783301136975	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7354646439354878	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7189193506042227	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.721701893623754	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7334783301136975	False	wikipedia30M	2
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7449157031592301	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7224424081557451	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7276031653832365	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7419480885811052	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7449157031592301	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7224424081557451	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7276031653832365	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7419480885811052	False	wikipedia30M	3
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7382267188477055	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7211633895477214	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7135751530188531	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7325912338726674	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7382267188477055	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7211633895477214	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7135751530188531	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7325912338726674	False	wikipedia30M	4
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7394992389465314	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7214904985644808	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7125199489935273	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7348681739530468	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7394992389465314	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7214904985644808	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7125199489935273	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7348681739530468	False	wikipedia30M	5
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7368838929605507	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7291572989302618	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7174184448586637	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7326745031872782	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7368838929605507	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7291572989302618	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7174184448586637	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7326745031872782	False	wikipedia30M	6
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.730854719338122	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7303048762425521	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7178862091242137	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7293534935249704	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.730854719338122	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7303048762425521	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7178862091242137	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7293534935249704	False	wikipedia30M	7
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7286721277896545	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7273110493511338	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7161450656754719	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7277317559071135	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7286721277896545	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7273110493511338	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7161450656754719	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7277317559071135	False	wikipedia30M	8
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7238892045491692	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.727973431494305	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.7166663605634721	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7218859158291002	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7238892045491692	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.727973431494305	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.7166663605634721	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7218859158291002	False	wikipedia30M	9
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7183414430618829	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7157480960165519	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.6875191548980305	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7179169127166815	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7183414430618829	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7157480960165519	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.6875191548980305	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7179169127166815	False	wikipedia30M	10
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.7129963496343612	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.7112834304983231	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.6846589500991509	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_pattern	0.7123538177864707	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_positional_rank	0.7129963496343612	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword min_positional_rank	0.7112834304983231	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword max_pattern	0.6846589500991509	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	all_subword mean_pattern	0.7123538177864707	False	wikipedia30M	11
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword mean_positional_rank	0.710039091119441	False	wikipedia30M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword min_positional_rank	0.712501744680458	False	wikipedia30M	12
neuralmind-bert-base-portuguese-cased_bert-score	conceptnet-hypernym-1_token_1.tsv	573	0	276	mean_subword max_pattern	0.6868295347598066	False	wikipedia30M	12
